Average of open,Column Labels,,,,,,,,,,,,,,'13,1848.36
EW,36.00223407,45.85143849,71.39970238,99.12549603,107.0550797,122.29,73.64081207,1.9%,2.5%,3.5%,4.8%,4.0%,4.9%,,,
EXC,31.10024336,33.51132937,32.05998016,33.61873016,37.29593625,38.36269231,33.6642216,1.7%,1.8%,1.6%,1.6%,1.4%,1.5%,,,
EXPD,40.59404115,42.41359127,47.19507937,49.2531746,57.0575498,65.445,47.808144,2.2%,2.3%,2.3%,2.4%,2.1%,2.6%,,,
EXPE,58.21665973,78.59972222,108.7695238,112.6771825,135.065498,128.2423077,100.082927,3.1%,4.3%,5.3%,5.5%,5.1%,5.1%,,,
EXR,42.58066372,52.0418254,72.22623016,83.81928571,78.56549801,83.54923077,66.6826529,2.3%,2.8%,3.5%,4.1%,2.9%,3.3%,,,
F,15.55741062,15.90859127,15.01652778,12.6340873,11.79822709,12.06153846,14.11266863,0.8%,0.9%,0.7%,0.6%,0.4%,0.5%,,,
FAST,48.62300885,46.68418651,41.05678571,43.86121032,46.90924303,54.68230769,45.55084194,2.6%,2.5%,2.0%,2.1%,1.8%,2.2%,,,
FB,36.10573274,68.76392857,88.75345635,117.080677,156.4810458,184.6757692,96.45505933,2.0%,3.7%,4.3%,5.7%,5.9%,7.4%,,,
FBHS,39.54017699,42.19742063,48.09646825,56.01698413,62.96378486,70.055,50.3826529,2.1%,2.3%,2.3%,2.7%,2.4%,2.8%,,,
FCX,32.36086327,32.89924524,15.45696429,10.61709921,13.90067729,19.40230769,20.78503487,1.8%,1.8%,0.8%,0.5%,0.5%,0.8%,,,
FDX,111.1502434,149.3397619,165.4033333,162.1789484,207.5040442,264.9976923,162.2539834,6.0%,8.1%,8.0%,7.9%,7.8%,10.6%,,,
FE,38.66787611,33.73876984,34.11347222,33.35670635,31.12766932,31.08423077,34.04672756,2.1%,1.8%,1.7%,1.6%,1.2%,1.2%,,,
FFIV,84.36995575,113.994675,117.7438492,114.9879345,129.5200398,139.0007692,113.2376708,4.6%,6.2%,5.7%,5.6%,4.8%,5.5%,,,
FIS,44.52936504,55.59642817,65.51303571,71.24630952,87.18669323,98.24615385,65.90591851,2.4%,3.0%,3.2%,3.5%,3.3%,3.9%,,,
FISV,47.59230088,62.06916667,84.31678571,101.2859921,121.5624303,137.0988462,85.18342335,2.6%,3.4%,4.1%,5.0%,4.5%,5.5%,,,
FITB,18.23650442,20.83238095,19.81753968,19.40920635,26.7723506,32.12346154,21.2958062,1.0%,1.1%,1.0%,0.9%,1.0%,1.3%,,,
FL,35.02353982,49.46662698,64.30349206,63.97420635,54.06233068,48.64576923,53.64680302,1.9%,2.7%,3.1%,3.1%,2.0%,1.9%,,,
FLIR,28.18199115,33.33507937,30.11113095,31.78134921,39.01151394,50.21538462,32.93404686,1.5%,1.8%,1.5%,1.6%,1.5%,2.0%,,,
FLR,66.72061903,72.78361111,52.02468254,50.58986111,47.63768924,57.66423077,57.77245822,3.6%,3.9%,2.5%,2.5%,1.8%,2.3%,,,
FLS,59.41278982,72.57412698,50.83607143,45.44484127,45.15956175,43.87807692,54.37223233,3.2%,3.9%,2.5%,2.2%,1.7%,1.8%,,,
FMC,65.49473451,68.06242063,50.24861111,45.72007937,77.39814741,92.66692308,61.93322081,3.5%,3.7%,2.4%,2.2%,2.9%,3.7%,,,
FOX,32.18360294,33.25222222,31.43321429,27.22404762,28.66386454,36.41269231,30.52140291,1.7%,1.8%,1.5%,1.3%,1.1%,1.5%,,,
FOXA,32.33128676,34.1915381,31.77412698,27.06579206,29.15561753,36.86115385,30.89600701,1.7%,1.8%,1.5%,1.3%,1.1%,1.5%,,,
FRT,105.9321681,120.044246,139.2527778,152.2930754,131.2681076,123.3438462,130.1164496,5.7%,6.5%,6.8%,7.5%,4.9%,4.9%,,,
FTI,53.70902655,54.57971825,36.70166667,28.51400794,29.55023904,32.96923077,40.19141303,2.9%,3.0%,1.8%,1.4%,1.1%,1.3%,,,
FTV,,,,51.61261905,64.49531873,74.23307692,61.0957196,0.0%,0.0%,0.0%,2.5%,2.4%,3.0%,,,
GD,80.54371681,118.7641865,140.978254,146.0474206,196.3593028,211.5584615,139.1966878,4.4%,6.4%,6.8%,7.1%,7.3%,8.4%,,,
GE,24.25980088,26.02579325,26.76259921,30.31797619,26.01625498,17.10192308,26.52918975,1.3%,1.4%,1.3%,1.5%,1.0%,0.7%,,,
GGP,20.55070796,23.60503968,27.69047619,27.7931746,22.91368526,23.16923077,24.56596108,1.1%,1.3%,1.3%,1.4%,0.9%,0.9%,,,
GILD,58.04796593,89.72437183,106.5815143,83.67323413,72.33056175,79.81192308,82.52872089,3.1%,4.9%,5.2%,4.1%,2.7%,3.2%,,,
GIS,49.14639336,51.72130952,56.0440873,63.33269444,56.75910359,58.69461538,55.596822,2.7%,2.8%,2.7%,3.1%,2.1%,2.3%,,,
GLW,14.87533186,20.28795595,20.29527778,21.14422659,29.09737052,33.20230769,21.51218824,0.8%,1.1%,1.0%,1.0%,1.1%,1.3%,,,
GM,34.02573009,34.59867063,34.35325397,31.33496032,37.60663347,43.15538462,34.56982923,1.8%,1.9%,1.7%,1.5%,1.4%,1.7%,,,
GOOG,,554.7341031,602.5131647,743.7385317,921.1198008,1121.351923,725.3641677,0.0%,30.0%,29.3%,36.4%,34.5%,44.7%,,,
GOOGL,450.5665173,568.9594992,620.0650893,763.6583532,939.453506,1130.021154,682.3570407,24.4%,30.8%,30.1%,37.4%,35.1%,45.1%,,,
GPC,78.84084071,88.76718254,90.47003968,95.57654762,91.12087649,101.8642308,89.42884035,4.3%,4.8%,4.4%,4.7%,3.4%,4.1%,,,
GPN,25.69013274,36.16962302,54.78188492,70.17218254,89.77932271,106.845,56.96721207,1.4%,2.0%,2.7%,3.4%,3.4%,4.3%,,,
GPS,39.56973451,40.63988056,35.5160119,24.29121032,25.51101992,33.39346154,32.98405552,2.1%,2.2%,1.7%,1.2%,1.0%,1.3%,,,
GRMN,39.81769956,54.25301389,43.20829365,44.49196429,53.01778884,62.10115385,47.41312121,2.2%,2.9%,2.1%,2.2%,2.0%,2.5%,,,
GS,158.2325881,173.4153968,193.0144048,168.8618651,233.7145219,259.0465385,187.4913581,8.6%,9.4%,9.4%,8.3%,8.7%,10.3%,,,
GT,17.51922566,25.50382857,29.69095238,29.70186508,33.14786853,34.03538462,27.44903479,0.9%,1.4%,1.4%,1.5%,1.2%,1.4%,,,
GWW,251.3059735,249.2079369,227.551746,221.3040079,202.4153386,248.0665385,230.3122956,13.6%,13.5%,11.1%,10.8%,7.6%,9.9%,,,
HAL,45.88289867,58.81547619,41.15610714,41.81238095,46.44826693,52.84923077,46.96718753,2.5%,3.2%,2.0%,2.0%,1.7%,2.1%,,,
HAS,46.76723451,54.04289683,70.20698413,80.71279167,97.77199203,92.87230769,70.83037212,2.5%,2.9%,3.4%,3.9%,3.7%,3.7%,,,
HBAN,8.130884956,9.670277778,11.02321429,10.05183333,13.45501992,15.63730769,10.61888959,0.4%,0.5%,0.5%,0.5%,0.5%,0.6%,,,
HBI,13.9397292,22.91909246,31.00075397,26.54242063,22.03571713,21.92192308,23.45337975,0.8%,1.2%,1.5%,1.3%,0.8%,0.9%,,,
HCA,40.70022124,59.81968254,77.61801587,75.01503968,82.11513944,92.13461538,68.10384432,2.2%,3.2%,3.8%,3.7%,3.1%,3.7%,,,
HCN,64.75212389,64.00005952,70.53146825,69.62686508,70.13988048,60.32538462,67.71681096,3.5%,3.5%,3.4%,3.4%,2.6%,2.4%,,,
HCP,44.75256637,41.1347619,39.65246032,34.27460317,29.75625498,24.23423077,37.49687847,2.4%,2.2%,1.9%,1.7%,1.1%,1.0%,,,
HD,75.50822965,85.38696429,116.3496825,129.7944444,155.2689841,196.6284615,114.9289515,4.1%,4.6%,5.7%,6.4%,5.8%,7.8%,,,
HES,74.00265487,87.0022619,63.97674603,52.63313492,46.83958167,51.42384615,64.43893169,4.0%,4.7%,3.1%,2.6%,1.8%,2.1%,,,
HIG,30.47685973,36.44809524,43.70380952,43.57265873,52.02798805,56.35384615,41.77171191,1.6%,2.0%,2.1%,2.1%,1.9%,2.2%,,,
HII,62.48048673,100.1024603,122.8852778,154.4196032,210.8536853,237.9134615,133.7071207,3.4%,5.4%,6.0%,7.6%,7.9%,9.5%,,,
HLT,,,,,64.49874,83.45038462,66.28403986,0.0%,0.0%,0.0%,0.0%,2.4%,3.3%,,,
HOG,58.75977832,66.32240079,56.38,49.54210317,52.89741036,51.61769231,56.63592923,3.2%,3.6%,2.7%,2.4%,2.0%,2.1%,,,
HOLX,21.50006637,24.04196429,36.11095238,36.47345238,41.25067729,43.14730769,32.31501986,1.2%,1.3%,1.8%,1.8%,1.5%,1.7%,,,
HON,80.53570619,93.91720238,102.255873,111.8744841,134.7084064,157.3138462,106.2200354,4.4%,5.1%,5.0%,5.5%,5.0%,6.3%,,,
HP,67.80300885,96.74202381,62.69757937,62.09019841,58.86810159,69.82461538,69.69048729,3.7%,5.2%,3.0%,3.0%,2.2%,2.8%,,,
HPE,,,14.80653846,19.02739683,17.85290438,15.79269231,17.99747504,0.0%,0.0%,0.7%,0.9%,0.7%,0.6%,,,
HPQ,,,12.57423077,13.13007183,18.70334462,22.62153846,15.91280138,0.0%,0.0%,0.6%,0.6%,0.7%,0.9%,,,
HRB,28.29008805,31.11553611,33.58031746,24.91035714,25.91173307,26.41884615,28.72522637,1.5%,1.7%,1.6%,1.2%,1.0%,1.1%,,,
HRL,20.74634956,24.49904762,30.30670635,38.07477738,34.08565737,34.87846154,29.83074575,1.1%,1.3%,1.5%,1.9%,1.3%,1.4%,,,
HRS,54.01486726,71.50940437,77.75297619,86.65087302,119.10751,146.9915385,83.69758928,2.9%,3.9%,3.8%,4.2%,4.5%,5.9%,,,
HSIC,50.36050885,59.80724206,71.73303571,81.91829365,83.15947211,74.83538462,69.89021644,2.7%,3.2%,3.5%,4.0%,3.1%,3.0%,,,
HST,17.79438053,21.49515873,19.43953968,16.19412698,18.61290837,20.46076923,18.76236219,1.0%,1.2%,0.9%,0.8%,0.7%,0.8%,,,
HSY,91.12789823,97.48859127,94.72103175,96.75011905,108.4895219,109.0638462,98.07727562,4.9%,5.3%,4.6%,4.7%,4.1%,4.4%,,,
HUM,86.63106195,121.5807937,176.1559127,178.7595635,231.3847809,271.5446154,162.6635584,4.7%,6.6%,8.6%,8.7%,8.7%,10.8%,,,
IBM,193.6031204,182.261746,155.3750397,150.3425198,157.7331713,162.5980769,167.2308707,10.5%,9.9%,7.5%,7.4%,5.9%,6.5%,,,
ICE,36.10185676,40.60088048,47.00639683,52.30224603,63.62776892,73.75692308,48.73960223,2.0%,2.2%,2.3%,2.6%,2.4%,2.9%,,,
IDXX,47.79387168,64.15845238,72.40706349,94.43876984,153.966255,176.4146154,89.15552423,2.6%,3.5%,3.5%,4.6%,5.8%,7.0%,,,
IFF,80.1795354,97.12126984,113.5490079,124.1587302,136.4520717,152.4373077,111.7635624,4.3%,5.3%,5.5%,6.1%,5.1%,6.1%,,,
ILMN,75.10086283,164.7129762,191.8360714,151.3964683,185.6462151,236.3023077,157.0421962,4.1%,8.9%,9.3%,7.4%,6.9%,9.4%,,,
INCY,30.06433584,57.06376984,102.6618254,83.6068254,121.4758964,94.12576923,80.2637251,1.6%,3.1%,5.0%,4.1%,4.5%,3.8%,,,
INFO,,25.02036765,27.55039683,33.6709127,43.55623506,47.15846154,33.79419302,0.0%,1.4%,1.3%,1.6%,1.6%,1.9%,,,
INTC,23.23723584,30.28343571,32.14714286,33.30289683,37.77667331,45.51961538,31.80453225,1.3%,1.6%,1.6%,1.6%,1.4%,1.8%,,,
INTU,65.32661504,81.39954365,97.12186508,106.1874603,134.9404781,164.4411538,99.01189833,3.5%,4.4%,4.7%,5.2%,5.0%,6.6%,,,
IP,46.22415929,48.7340873,48.07031746,43.53503968,54.63769323,62.13153846,48.56368626,2.5%,2.6%,2.3%,2.1%,2.0%,2.5%,,,
IPG,15.23765354,18.48265873,21.09988095,22.81126984,22.52272908,21.08538462,20.14962248,0.8%,1.0%,1.0%,1.1%,0.8%,0.8%,,,
IQV,43.95823171,53.49087302,68.75746032,70.64281746,89.24233068,100.8980769,67.53625313,2.4%,2.9%,3.3%,3.5%,3.3%,4.0%,,,
IR,59.33292035,60.20515873,62.58424603,64.43210317,85.89003984,91.60538462,67.13995234,3.2%,3.3%,3.0%,3.2%,3.2%,3.7%,,,
IRM,30.80579602,32.14458333,33.17369048,34.26825397,36.84163347,35.73269231,33.54584186,1.7%,1.7%,1.6%,1.7%,1.4%,1.4%,,,
ISRG,146.7154965,147.4426413,168.9803611,212.0151187,306.8922287,416.3030769,201.8887515,7.9%,8.0%,8.2%,10.4%,11.5%,16.6%,,,
IT,58.21028761,73.23527778,85.96337302,92.53765873,116.0603785,132.6057692,86.71324861,3.1%,4.0%,4.2%,4.5%,4.3%,5.3%,,,
ITW,71.24128319,86.17484127,92.38021825,108.5610119,142.5688048,170.1880769,102.1949484,3.9%,4.7%,4.5%,5.3%,5.3%,6.8%,,,
IVZ,31.88004469,37.45035714,36.8459127,29.67800397,33.56788845,36.78653846,33.98601835,1.7%,2.0%,1.8%,1.5%,1.3%,1.5%,,,
JBHT,73.24794248,76.26563492,81.24670635,82.15095238,97.39802789,120.0723077,83.01665608,4.0%,4.1%,3.9%,4.0%,3.6%,4.8%,,,
JCI,35.93011283,44.97528135,40.49167381,41.88696667,40.90679283,39.31923077,40.90810071,1.9%,2.4%,2.0%,2.0%,1.5%,1.6%,,,
JEC,56.41973451,54.57829365,42.06555556,48.85765873,56.75442231,68.52807692,51.98119936,3.1%,3.0%,2.0%,2.4%,2.1%,2.7%,,,
JNJ,87.17216858,100.8201984,99.78184524,113.5591865,129.6548606,142.1415385,107.3142098,4.7%,5.5%,4.8%,5.6%,4.8%,5.7%,,,
JNPR,19.68597345,23.88519841,26.37146825,24.32996032,27.96151394,27.84307692,24.6124861,1.1%,1.3%,1.3%,1.2%,1.0%,1.1%,,,
JPM,52.47845177,58.16261905,63.8440754,65.53949603,92.0038996,112.1407692,67.61748125,2.8%,3.1%,3.1%,3.2%,3.4%,4.5%,,,
JWN,58.32053142,66.85242063,72.77039683,49.21128968,44.91003187,49.68576923,58.24534003,3.2%,3.6%,3.5%,2.4%,1.7%,2.0%,,,
K,62.74349027,63.84075397,66.1377381,76.38128968,69.14864542,67.16461538,67.74049547,3.4%,3.5%,3.2%,3.7%,2.6%,2.7%,,,
KEY,11.32931416,13.55176587,13.94904762,12.70021825,18.34641434,21.07923077,14.17322875,0.6%,0.7%,0.7%,0.6%,0.7%,0.8%,,,
KHC,,,74.61896825,82.83570238,85.79856574,78.29192308,82.21010229,0.0%,0.0%,3.6%,4.1%,3.2%,3.1%,,,
KIM,21.68522124,22.8552381,25.30857143,28.17027778,20.50832669,16.54230769,23.60185862,1.2%,1.2%,1.2%,1.4%,0.8%,0.7%,,,
KLAC,58.04194735,70.07230159,59.38928571,71.84662698,97.23796813,109.6661538,72.36314543,3.1%,3.8%,2.9%,3.5%,3.6%,4.4%,,,
KMB,99.38655354,109.9799206,112.4101984,126.5289683,123.6772709,117.1596154,114.7562479,5.4%,6.0%,5.5%,6.2%,4.6%,4.7%,,,
KMI,37.16309735,36.22184524,34.98797619,19.14737302,19.79436255,18.72384615,29.08981573,2.0%,2.0%,1.7%,0.9%,0.7%,0.7%,,,
KMX,46.64234513,49.67710317,64.03537698,52.81732143,65.87982072,69.84269231,56.28151311,2.5%,2.7%,3.1%,2.6%,2.5%,2.8%,,,
KO,39.93247743,40.80328929,41.23511905,43.52781349,44.31741036,46.56730769,42.09836998,2.2%,2.2%,2.0%,2.1%,1.7%,1.9%,,,
KORS,67.57252212,84.27954365,51.96313492,48.92025794,42.76143426,65.40615385,59.06761716,3.7%,4.6%,2.5%,2.4%,1.6%,2.6%,,,
KR,18.37004425,24.39482143,36.97319444,35.05555556,26.53041833,28.94961538,28.4846664,1.0%,1.3%,1.8%,1.7%,1.0%,1.2%,,,
KSS,51.3079646,55.55992063,59.88837302,44.41809524,41.52930279,62.73576923,50.78388801,2.8%,3.0%,2.9%,2.2%,1.6%,2.5%,,,
KSU,111.2519027,110.1447817,97.83206349,88.02234127,97.79954183,109.7992308,100.9826767,6.0%,6.0%,4.8%,4.3%,3.7%,4.4%,,,
L,45.80946903,43.3465873,38.93369048,40.34936508,47.65410359,51.48538462,43.33233519,2.5%,2.3%,1.9%,2.0%,1.8%,2.1%,,,
LB,54.29495575,62.85289683,89.86230159,75.97809524,49.42161355,50.81807692,66.42372121,2.9%,3.4%,4.4%,3.7%,1.8%,2.0%,,,
LEG,31.06061947,34.48277778,45.60456349,47.91799603,49.17808765,47.42923077,41.9808618,1.7%,1.9%,2.2%,2.3%,1.8%,1.9%,,,
LEN,36.38178584,39.83362063,48.52461746,43.72386746,51.8266996,66.78961538,44.67990929,2.0%,2.2%,2.4%,2.1%,1.9%,2.7%,,,
LH,96.62723451,100.4471429,120.3479167,125.950754,147.3193426,170.8280769,119.647645,5.2%,5.4%,5.8%,6.2%,5.5%,6.8%,,,
LKQ,27.44495575,27.62337302,28.31694444,31.95253968,33.58322709,42.20884615,30.08608419,1.5%,1.5%,1.4%,1.6%,1.3%,1.7%,,,
LLL,89.83473451,115.9302976,119.2456349,137.789127,174.6267729,207.5869231,129.8796068,4.9%,6.3%,5.8%,6.7%,6.5%,8.3%,,,
LLY,52.685,61.60555516,78.77396825,76.38905754,82.13555777,84.50384615,70.96554202,2.9%,3.3%,3.8%,3.7%,3.1%,3.4%,,,
LMT,115.0781863,169.0026984,202.6126984,237.9238492,287.574004,334.9915385,206.9121645,6.2%,9.1%,9.8%,11.6%,10.8%,13.4%,,,
LNC,39.81008894,51.86726151,55.08490079,46.06722222,70.21035857,81.89153846,53.46302224,2.2%,2.8%,2.7%,2.3%,2.6%,3.3%,,,
LNT,25.35431416,28.80464286,30.56365079,36.72954365,40.99390438,40.04038462,32.78574265,1.4%,1.6%,1.5%,1.8%,1.5%,1.6%,,,
LOW,43.78108407,51.3143254,71.49190476,74.14198413,79.35388845,100.5553846,65.17691898,2.4%,2.8%,3.5%,3.6%,3.0%,4.0%,,,
LRCX,47.84915929,65.57127063,76.52365079,86.45486349,155.899004,194.8353846,89.43989341,2.6%,3.5%,3.7%,4.2%,5.8%,7.8%,,,
LUK,27.93969027,25.43710317,22.01261905,18.02626984,25.30974104,27.12384615,23.72699365,1.5%,1.4%,1.1%,0.9%,0.9%,1.1%,,,
LUV,14.46019956,28.82095278,40.99686508,41.54768254,56.712251,62.78230769,37.48945687,0.8%,1.6%,2.0%,2.0%,2.1%,2.5%,,,
LYB,68.60913717,93.72380952,91.42666667,81.02194444,91.93784861,116.1673077,86.32078237,3.7%,5.1%,4.4%,4.0%,3.4%,4.6%,,,
M,46.2310177,58.3550004,59.48569444,38.03297619,25.13737371,25.88807692,45.04443678,2.5%,3.2%,2.9%,1.9%,0.9%,1.0%,,,
MA,62.33459513,77.61337698,92.66815476,95.83039683,127.334761,163.7826923,93.22255719,3.4%,4.2%,4.5%,4.7%,4.8%,6.5%,,,
MAA,65.83475664,69.70571429,79.545,96.27210317,102.6337251,93.90115385,83.36211279,3.6%,3.8%,3.9%,4.7%,3.8%,3.7%,,,
MAC,61.40373894,66.0172619,81.45446429,78.1472619,61.26633466,64.12923077,69.72076251,3.3%,3.6%,4.0%,3.8%,2.3%,2.6%,,,
MAS,20.51327434,22.475,26.72123016,31.48408571,37.05474104,44.68673077,28.14140953,1.1%,1.2%,1.3%,1.5%,1.4%,1.8%,,,
MAT,43.63933628,36.16086706,25.21420635,31.31702381,20.77501992,15.94576923,30.85783836,2.4%,2.0%,1.2%,1.5%,0.8%,0.6%,,,
MCD,97.75088274,96.3559127,100.1952381,120.1202381,148.655,173.2130769,114.145222,5.3%,5.2%,4.9%,5.9%,5.6%,6.9%,,,
MCHP,38.92040575,46.19646786,46.65190476,53.87380952,80.89380478,93.68,54.41622446,2.1%,2.5%,2.3%,2.6%,3.0%,3.7%,,,
MCK,125.7203761,187.25125,213.4639683,167.6882143,150.5343817,164.8715385,169.7547735,6.8%,10.1%,10.4%,8.2%,5.6%,6.6%,,,
MCO,63.80670354,87.45134921,102.7378571,98.20563492,125.4816932,157.2561538,97.44271644,3.5%,4.7%,5.0%,4.8%,4.7%,6.3%,,,
MDLZ,31.00391593,35.91402778,40.83509921,42.84015873,43.51113546,43.76307692,39.08063542,1.7%,1.9%,2.0%,2.1%,1.6%,1.7%,,,
MDT,52.13886504,63.05156746,75.26835317,80.48413095,81.40325817,85.125,71.14175719,2.8%,3.4%,3.7%,3.9%,3.0%,3.4%,,,
MET,45.1997792,53.03214286,51.34964286,44.81428571,52.29205179,51.34346154,49.4621089,2.4%,2.9%,2.5%,2.2%,2.0%,2.0%,,,
MGM,16.60745221,24.33630556,20.82404762,23.66103175,30.76169323,35.43153846,23.62087228,0.9%,1.3%,1.0%,1.2%,1.2%,1.4%,,,
MHK,121.5253319,139.9363095,187.2549802,192.9333135,243.1198606,275.7292308,180.0859174,6.6%,7.6%,9.1%,9.4%,9.1%,11.0%,,,
MKC,69.82949071,69.76946429,79.39837302,95.5744246,98.52239044,102.9519231,83.29021835,3.8%,3.8%,3.9%,4.7%,3.7%,4.1%,,,
MLM,100.6536903,122.0434921,147.1318254,178.3315873,216.9081275,227.4653846,155.5818221,5.4%,6.6%,7.1%,8.7%,8.1%,9.1%,,,
MMC,41.59384956,51.17079365,56.24563492,63.57123016,77.32713147,82.62269231,58.81366164,2.3%,2.8%,2.7%,3.1%,2.9%,3.3%,,,
MMM,115.3093987,142.7047222,156.3303968,168.3456663,205.200996,244.0896154,160.1998904,6.2%,7.7%,7.6%,8.2%,7.7%,9.7%,,,
MNST,18.89762655,26.78245317,45.44690556,47.68592698,51.65258964,65.81115385,39.05115616,1.0%,1.4%,2.2%,2.3%,1.9%,2.6%,,,
MO,35.74610664,42.06900794,53.83126984,63.8247619,69.76940279,69.975,53.74169992,1.9%,2.3%,2.6%,3.1%,2.6%,2.8%,,,
MOS,52.21658186,47.05085317,41.82402778,26.66757937,25.01760956,26.51961538,38.03540707,2.8%,2.5%,2.0%,1.3%,0.9%,1.1%,,,
MPC,38.59153628,43.6260119,50.68386905,40.20107143,54.12653386,69.64038462,46.08010898,2.1%,2.4%,2.5%,2.0%,2.0%,2.8%,,,
MRK,46.82265398,57.18180556,56.69188492,57.46615079,62.23939841,59.13230769,56.32969722,2.5%,3.1%,2.8%,2.8%,2.3%,2.4%,,,
MRO,34.86696903,35.55009524,22.77015873,13.41218254,14.30328685,18.18192308,23.84381573,1.9%,1.9%,1.1%,0.7%,0.5%,0.7%,,,
MS,26.17942478,32.68071389,35.90813492,29.80340079,46.13911952,55.04423077,34.72872589,1.4%,1.8%,1.7%,1.5%,1.7%,2.2%,,,
MSFT,33.03446018,42.43748929,46.65888929,55.23047619,71.95386454,90.2175,51.02639428,1.8%,2.3%,2.3%,2.7%,2.7%,3.6%,,,
MSI,60.17597345,64.40924603,64.7025,72.53051587,86.34776892,96.42423077,70.36849881,3.3%,3.5%,3.1%,3.5%,3.2%,3.8%,,,
MTB,109.6971018,120.8099206,122.8137698,118.9017857,160.6958964,182.1026923,128.0518705,5.9%,6.5%,6.0%,5.8%,6.0%,7.3%,,,
MTD,225.5498894,255.8046032,318.9481349,375.3822222,561.354243,654.7207692,356.1008261,12.2%,13.8%,15.5%,18.4%,21.0%,26.1%,,,
MU,14.0382292,29.21576667,22.38769841,14.17115079,32.13426295,43.29538462,22.98588006,0.8%,1.6%,1.1%,0.7%,1.2%,1.7%,,,
MYL,34.49192478,50.05337302,57.88412698,43.56960317,37.71709163,44.59576923,44.95746227,1.9%,2.7%,2.8%,2.1%,1.4%,1.8%,,,
NAVI,,18.11905028,16.71238095,13.15910714,14.41053785,13.87307692,15.36319792,0.0%,1.0%,0.8%,0.6%,0.5%,0.6%,,,
NBL,63.04457965,66.07880952,40.73007937,34.53956349,30.48936255,31.21192308,46.33218824,3.4%,3.6%,2.0%,1.7%,1.1%,1.2%,,,
NCLH,31.28652212,35.13218254,54.89599206,43.63484127,52.90436255,57.83365385,44.11159968,1.7%,1.9%,2.7%,2.1%,2.0%,2.3%,,,
NDAQ,32.85035398,40.41071429,51.92289683,65.33865079,72.20247012,79.91115385,53.50127085,1.8%,2.2%,2.5%,3.2%,2.7%,3.2%,,,
NEE,80.80610619,96.36353175,102.4807937,119.4317063,140.8236853,152.7807692,109.4414496,4.4%,5.2%,5.0%,5.8%,5.3%,6.1%,,,
NEM,31.44756593,23.39640873,21.13115079,33.0497619,35.43332669,39.28769231,29.04835576,1.7%,1.3%,1.0%,1.6%,1.3%,1.6%,,,
NFLX,37.21909735,57.51605595,91.79845317,102.0005139,165.4023108,237.0132692,94.85403241,2.0%,3.1%,4.5%,5.0%,6.2%,9.5%,,,
NFX,25.24300885,33.4371631,34.56988095,38.3781746,32.28587649,33.14346154,32.94637021,1.4%,1.8%,1.7%,1.9%,1.2%,1.3%,,,
NI,29.97601814,37.89246032,31.06769841,23.18519841,25.16039841,24.37269231,29.34405091,1.6%,2.1%,1.5%,1.1%,0.9%,1.0%,,,
NKE,33.02529823,40.43202381,55.15296627,56.26547619,55.62149402,65.41153846,48.76229539,1.8%,2.2%,2.7%,2.8%,2.1%,2.6%,,,
NLSN,36.18048673,45.29168651,45.5735119,50.07126984,40.08243028,36.81269231,43.45559968,2.0%,2.5%,2.2%,2.4%,1.5%,1.5%,,,
NOC,88.41199115,125.7301587,167.7168056,212.2345238,264.2864741,319.0715385,176.3658539,4.8%,6.8%,8.1%,10.4%,9.9%,12.7%,,,
NRG,26.9069469,31.01765873,20.67996032,12.70815476,21.03410359,27.50423077,22.48283956,1.5%,1.7%,1.0%,0.6%,0.8%,1.1%,,,
NSC,78.13393761,101.7340869,92.60194444,88.12454365,122.5503586,149.695,98.08621509,4.2%,5.5%,4.5%,4.3%,4.6%,6.0%,,,
NTAP,38.67934248,39.44251984,33.69103175,28.55202381,42.66896414,60.77884615,37.05834504,2.1%,2.1%,1.6%,1.4%,1.6%,2.4%,,,
NTRS,56.35424735,64.36007897,72.06984127,69.89607143,90.6312749,104.67,71.64422542,3.0%,3.5%,3.5%,3.4%,3.4%,4.2%,,,
NUE,47.37061947,51.63055556,44.62587302,49.05376984,58.72741036,67.63557692,50.69343527,2.6%,2.8%,2.2%,2.4%,2.2%,2.7%,,,
NVDA,14.38152655,18.54305556,23.68051587,53.63083333,149.8542072,226.2919231,56.31654567,0.8%,1.0%,1.2%,2.6%,5.6%,9.0%,,,
NWL,27.15163717,32.33285714,41.10825397,46.60861111,45.33227092,29.70692308,38.55407466,1.5%,1.7%,2.0%,2.3%,1.7%,1.2%,,,
NWS,16.68852941,16.49865079,14.74043651,12.80055556,13.87091633,17.16346154,14.79510693,0.9%,0.9%,0.7%,0.6%,0.5%,0.7%,,,
NWSA,16.52581397,16.8852381,14.88253968,12.36412698,13.51486056,16.84192308,14.71246424,0.9%,0.9%,0.7%,0.6%,0.5%,0.7%,,,
O,43.41677117,43.4444472,48.56782656,61.59498008,57.54045817,53.56192308,51.16848203,2.3%,2.4%,2.4%,3.0%,2.2%,2.1%,,,
OKE,50.44026549,61.70222222,39.12281746,41.03902778,53.57195219,57.86096154,49.32501191,2.7%,3.3%,1.9%,2.0%,2.0%,2.3%,,,
OMC,63.59869469,71.89083333,73.81958333,81.51757937,79.37350199,74.51769231,74.26129388,3.4%,3.9%,3.6%,4.0%,3.0%,3.0%,,,
ORCL,33.51407545,40.09714286,40.79892857,39.19246032,46.52378486,49.87730769,40.36892832,1.8%,2.2%,2.0%,1.9%,1.7%,2.0%,,,
